,X_crs,Y_crs,kronedurch
61,385525.96682654374,5816664.341638911,10.0
62,385523.7668265437,5816631.741638911,4.800000000000001
63,385624.1441850343,5816564.026544571,9.692452830188666
64,385623.7668265437,5816573.941638911,8.0
65,385625.2460718268,5816582.607676647,9.058490566037738
66,385624.97437371354,5816591.77182759,7.173584905660369
67,385626.17626050604,5816608.873714383,9.866037735849051
68,385626.15173220413,5816624.092582307,10.486792452830185
69,385626.6404114494,5816638.668054005,6.837735849056597
70,385627.8838076758,5816652.2359785335,9.822641509433957
71,385638.16682654375,5816661.315223817,8.0
72,385636.96682654374,5816640.14163891,8.0
73,385636.36682654376,5816623.541638911,8.0
74,385633.83475107205,5816591.507676647,8.0
75,385634.36682654376,5816581.5756011745,8.000000000000005
76,385634.63852465694,5816572.741638911,8.0
77,385633.56682654377,5816558.541638911,8.0
78,385558.0253171098,5816599.913337024,15.754716981132075
79,385559.48758126074,5816675.573714382,11.933962264150944
80,385526.7517322041,5816673.68692193,5.89622641509434
81,385524.5819208834,5816644.535978533,9.952830188679243
82,385523.73097748717,5816618.443525704,9.066037735849056
83,385590.00644918525,5816622.64918608,7.641509433962262
84,385589.15739258146,5816630.2906955145,7.641509433962262
85,385568.3856944683,5816558.796355892,10.473584905660386
86,385702.1290906947,5816666.705789854,10.801886792452825
87,385688.1196567324,5816646.328431363,7.358490566037739
88,385694.48758126074,5816641.234091741,6.933962264150939
89,385662.22343031736,5816661.139752118,8.066037735849058
90,385668.9215435249,5816574.583148344,11.603773584905662
91,385590.47814729845,5816660.762393627,6.226415094339618
92,385582.7894680532,5816561.658620043,7.735849056603763
93,385552.4592793739,5816587.035978533,8.632075471698116
94,385558.0724869211,5816640.998242685,16.9811320754717
95,385922.55361899664,5816610.860506835,11.501886792455435
96,385921.2687133362,5816640.539752118,13.598113207550258
97,385923.34795861924,5816649.745412496,8.000000000001819
98,385903.0026756004,5816645.394469099,12.09622641509708
99,385906.9253171098,5816638.654846458,11.433962264153537
100,385901.3819208834,5816628.952959665,8.000000000001819
101,385816.00267560035,5816674.9623936275,12.53207547170096
102,385908.9328642796,5816620.860506835,16.820754716984936
103,385923.05550578906,5816629.65673325,10.173584905662688
104,385854.8064491853,5816631.049186081,10.569811320757118
105,385816.05550578906,5816663.607676647,12.539622641512276
106,385758.56682654377,5816678.341638911,6.000000000001364
107,385764.96682654374,5816671.941638911,8.000000000001819
108,385772.15550578904,5816664.209563439,10.80000000000246
109,385780.22720390226,5816657.85673325,7.994339622643323
110,385787.36682654376,5816649.741638911,6.000000000001364
111,385794.96682654374,5816642.341638911,8.800000000002001
112,385803.20644918527,5816634.003903062,7.860377358492342
113,385811.61776994,5816626.87182759,8.920754716983161
114,385824.96682654374,5816613.14163891,10.000000000002274
115,385840.7668265438,5816597.541638911,10.000000000002274
116,385857.37626050605,5816579.673714383,11.152830188681776
117,385848.71776994,5816588.375601175,6.800000000001546
118,385816.06305295887,5816635.905789854,7.094339622643118
119,385798.7932416381,5816672.877487968,8.000000000001823
120,385806.7668265438,5816652.14163891,8.000000000001819
121,385806.7668265438,5816660.741638911,8.000000000001819
122,385831.1328642796,5816594.545412496,10.000000000002274
123,385804.7668265438,5816618.741638911,10.000000000002274
124,385783.7819208834,5816639.881261553,12.000000000002728
125,385855.84984541166,5816596.130318156,11.618867924530944
126,385866.1139963551,5816584.981261552,12.91132075471992
127,385906.7347510721,5816653.654846458,12.24339622641788
128,385893.9668265438,5816575.232204949,6.800000000001546
129,385896.72909069475,5816583.835978533,14.80000000000336
130,385907.9328642796,5816609.94918608,5.260377358491765
131,385907.2498454117,5816605.547299288,6.115094339624037
132,385912.6460718268,5816607.707676646,6.181132075473085
133,385815.9894680532,5816652.439752119,10.305660377360827
134,385917.238524657,5816608.598242684,4.800000000001091
135,385850.54418503435,5816574.118997402,6.800000000001546
136,385823.4573925815,5816601.081261552,6.384905660378805
137,385864.897015223,5816559.569940798,7.301886792454491
138,385891.4856944683,5816597.262393627,11.235849056606323
139,385890.24041144946,5816604.098242684,7.5245283018885
140,385889.55927937396,5816610.443525704,8.562264150945353
141,385901.48380767583,5816662.847299288,7.988679245284842
142,385889.53286427964,5816655.15673325,6.800000000001546
143,385889.7215435249,5816672.341638911,8.800000000002001
144,385862.87248692114,5816625.526544571,7.169811320756354
145,385862.68380767584,5816661.422770986,5.330188679246498
146,385858.81588314753,5816664.724657779,6.179245283020273
147,385876.8819208834,5816608.781261552,6.132075471699507
148,385729.476260506,5816575.432204949,8.301886792454718
149,385911.74041144946,5816570.998242685,11.320754716983712
150,385948.9668265438,5816624.541638911,8.000000000001819
151,385947.3781472985,5816613.030318156,15.062264150946813
152,385937.56682654377,5816615.541638911,8.000000000001819
153,385952.538524657,5816662.937865326,11.507547169813936
154,385950.69890201546,5816651.147299288,10.801886792455283
155,385967.86116616643,5816557.696355892,10.471698113209927
156,386058.0989020155,5816586.534091741,8.000000000001824
157,386120.9724869212,5816676.530318156,11.100000000002519
158,386066.87248692114,5816579.860506835,10.605660377360893
159,386076.3479586193,5816592.439752119,16.633962264154736
160,386069.000788808,5816595.435978534,4.800000000001091
161,386024.3668265438,5816596.675601175,6.3415094339637035
162,386018.7706001287,5816595.696355892,4.800000000001091
163,386050.70456239284,5816594.36428042,6.183018867925934
164,385993.07626050606,5816597.535978533,5.941509433963618
165,386077.3668265438,5816642.14163891,16.80000000000382
166,386054.43286427966,5816663.815223817,9.264150943398326
167,386040.6536189966,5816590.9076766465,4.800000000001091
168,386092.159279374,5816561.98692193,10.000000000002274
169,386094.10833597777,5816577.173714383,11.720754716983803
170,386099.1536189967,5816671.696355892,6.066037735850441
171,386100.10833597777,5816676.596355892,6.086792452831564
172,386068.9555057891,5816638.583148344,8.800000000002001
173,386057.3668265438,5816646.341638911,6.800000000001546
174,386053.0630529589,5816652.87937476,7.3396226415111
175,386046.03663786454,5816658.9623936275,9.267924528304002
176,386034.23852465703,5816668.941638911,6.800000000001546
177,386028.638524657,5816674.9076766465,8.800000000002024
178,385998.3743737136,5816606.898242684,9.443396226417233
179,386014.1875812608,5816606.579374759,9.349056603775704
180,386029.9875812608,5816607.134091741,7.877358490567821
181,386045.87248692114,5816607.692582307,6.800000000001546
182,386062.4272039023,5816605.722770986,12.000000000002728
183,386084.58192088344,5816603.552959666,6.800000000001546
184,386086.05739258154,5816645.715223816,8.000000000001819
185,386086.5668265438,5816631.941638911,8.000000000001819
186,386090.8158831476,5816628.058620043,6.800000000001546
187,386084.73286427965,5816614.669940798,8.800000000002001
188,386090.6347510721,5816617.702016269,5.6283018867937304
189,386088.12531710987,5816622.134091741,5.071698113208708
190,386081.53286427964,5816624.14163891,8.000000000001819
191,386075.74984541174,5816631.405789854,8.613207547171783
192,386087.5668265438,5816596.341638911,6.000000000001364
193,386061.0234303174,5816593.27937476,8.081132075473535
194,386096.1668265438,5816640.541638911,8.000000000001819
195,386097.3668265438,5816650.741638911,8.800000000002001
196,386116.96682654385,5816662.14163891,4.800000000001091
197,386115.98569446837,5816643.634091741,5.926415094340965
198,386114.76682654384,5816628.76428042,4.800000000001091
199,386114.1366378646,5816616.07182759,4.17547169811416
200,386111.3668265438,5816583.0095634395,4.800000000001091
201,386110.44984541176,5816568.281261552,4.800000000001091
202,386102.1668265438,5816667.541638911,4.800000000001091
203,386100.5668265438,5816645.341638911,4.800000000001091
204,386096.1668265438,5816585.341638911,4.800000000001091
205,386094.5668265438,5816570.341638911,4.800000000001091
206,386099.3668265438,5816630.14163891,4.800000000001091
207,386078.3121095627,5816608.817110609,4.235849056604743
208,385981.6347510721,5816634.205789854,8.867924528303897
209,385986.58758126077,5816659.913337024,10.84905660377605
210,386000.6441850344,5816666.234091741,9.150943396228493
211,385978.2856944683,5816655.337865326,7.971698113209357
212,385974.70078880794,5816664.347299288,7.264150943397876
213,385998.8045623929,5816580.762393627,10.330188679247636
214,386013.23852465703,5816591.658620043,6.603773584907163
215,386001.0215435249,5816591.752959666,12.6886792452859
216,386128.1781472985,5816589.224657779,14.071698113210754
217,386041.1630529589,5816675.85673325,8.254716981133955
218,386290.1555057891,5816578.043525703,6.800000000001546
219,386298.5517322042,5816577.922770986,9.241509433964346
220,386308.10456239287,5816569.937865326,7.647169811322498
221,386300.75173220417,5816570.368054005,7.022641509435567
222,386283.12154352496,5816568.922770986,8.218867924530166
223,386271.7064491853,5816569.028431363,8.000000000001819
224,386245.3290906947,5816568.613337024,10.000000000002274
225,386215.24041144946,5816571.051072873,5.586792452831449
226,386226.6498454117,5816570.17937476,12.80000000000291
227,386178.7668265438,5816580.341638911,10.800000000002456
228,386233.1253171098,5816606.283148345,11.990566037738578
229,386234.7668265438,5816629.341638911,8.000000000001819
230,386236.83663786453,5816642.618997402,9.99245283019095
231,386246.4460718268,5816660.847299288,8.000000000001819
232,386243.90833597776,5816607.939752119,9.845283018870155
233,386245.838524657,5816651.241638911,8.858490566039746
234,386246.76493975136,5816580.526544571,13.443396226418155
235,386261.9555057891,5816576.662393628,14.000000000003183
236,386232.6196567325,5816592.635978533,10.358490566040082
237,386207.56682654377,5816579.541638911,4.800000000001091
238,386205.6366378645,5816569.802016269,11.111320754719506
239,386190.36682654376,5816570.541638911,10.000000000002274
240,386157.9290906947,5816581.0171106085,6.000000000001381
241,386217.7668265438,5816579.341638911,4.800000000001091
242,386237.1668265438,5816661.341638911,8.000000000001819
243,386248.08946805325,5816676.666167213,7.598113207548894
244,386244.9668265438,5816620.741638911,4.800000000001091
245,386177.68758126075,5816570.37182759,4.347169811321742
246,386165.7724869211,5816561.815223817,16.067924528305543
247,386178.5102227702,5816614.0171106085,10.754716981134516
248,386170.4441850344,5816618.545412496,7.5943396226432345
249,386160.68003409094,5816608.35673325,6.886792452831756
250,386153.84041144943,5816615.715223816,7.500000000001705
251,386152.33097748714,5816609.866167213,4.952830188680372
252,386142.33097748714,5816617.083148344,6.415094339624097
253,386157.04795861925,5816627.507676647,10.613207547172225
254,386170.6328642796,5816630.715223816,10.33018867924763
255,386175.91588314757,5816635.385035138,5.8490566037749145
256,386172.6611661664,5816641.139752118,8.820754716983142
257,386158.36871333624,5816638.875601175,10.188679245285334
258,386143.88758126076,5816641.941638911,11.037735849059112
259,386147.0007888079,5816654.630318156,11.17924528302141
260,386150.20833597775,5816664.488808722,8.018867924530124
261,386144.54795861925,5816663.026544571,5.0471698113219015
262,386165.3498454117,5816671.092582307,7.21698113207711
263,386176.8121095626,5816665.102016269,8.915094339624666
264,386176.6234303174,5816650.526544571,9.81132075471921
265,386171.7649397513,5816661.045412496,5.6603773584918535
266,386165.20833597775,5816648.498242685,5.330188679246494
267,386179.1706001287,5816677.696355892,7.735849056605532
268,386194.35927937395,5816613.215223816,9.009433962266192
269,386268.60456239287,5816607.130318156,7.641509433964004
270,386272.9441850344,5816631.705789854,8.53773584905855
271,386280.0196567325,5816663.545412496,11.603773584908305
272,386295.4913548457,5816643.68692193,8.915094339624671
273,386303.5102227702,5816643.215223816,8.066037735850896
274,386305.4441850344,5816649.347299288,7.169811320756348
275,386313.6989020155,5816656.941638911,9.622641509436146
276,386305.9630529589,5816655.9039030615,6.88679245283176
277,386313.5102227702,5816648.309563439,7.028301886794041
278,386312.70833597775,5816642.885035138,9.669811320756919
279,386330.821543525,5816660.432204949,8.537735849058539
280,386335.3498454117,5816615.573714382,6.3207547169825595
281,386299.8781472985,5816634.394469099,10.330188679247625
282,386138.69890201546,5816569.960506835,8.773584905662371
283,386150.6328642796,5816557.97937476,7.688679245284772
284,386518.82720390236,5816661.232204949,6.000000000001364
285,386379.5668265438,5816672.741638911,8.000000000001819
286,386379.42154352495,5816653.35673325,8.700000000001978
287,386380.08192088344,5816635.6944691,7.358490566039409
288,386379.09701522306,5816625.917110609,12.43396226415377
289,386378.93852465705,5816598.920884194,8.992452830190718
290,386368.8762605061,5816590.902016269,13.11132075471996
291,386366.71776994003,5816607.785035137,14.039622641512626
292,386367.2838076759,5816645.16428042,10.664150943398647
293,386368.57060012873,5816658.9039030615,8.000000000001817
294,386368.0555057891,5816669.362393628,9.467924528304039
295,386378.5668265438,5816570.541638911,8.000000000001819
296,386378.3781472985,5816586.95673325,8.000000000001819
297,386378.3668265438,5816561.541638911,8.000000000001819
298,386528.3536189967,5816672.385035138,7.475471698114896
299,386528.5668265439,5816661.941638911,6.800000000001546
300,386528.5668265439,5816637.741638911,6.800000000001546
301,386528.65550578915,5816629.911450231,9.039622641511485
302,386528.3668265439,5816617.341638911,12.000000000002728
303,386528.16682654386,5816602.541638911,10.800000000002456
304,386528.5385246571,5816573.826544571,10.513207547172218
305,386527.84041144955,5816561.715223816,11.186792452832728
306,386516.600788808,5816565.76428042,8.000000000001819
307,386516.6932416382,5816587.398242684,10.850943396228894
308,386518.63097748725,5816602.6944691,7.318867924529956
309,386517.96682654385,5816621.941638911,10.000000000002274
310,386518.97814729856,5816637.945412496,5.618867924529572
311,386518.43097748724,5816646.366167213,7.888679245284803
312,386518.742298242,5816654.866167213,5.8886792452843455
313,386367.4724869212,5816634.922770986,9.101886792454897
314,386379.3555057891,5816645.14163891,4.800000000001091
315,386516.2347510722,5816557.885035138,7.169811320756348
316,386512.1781472986,5816667.885035138,11.603773584908303
317,386519.44229824195,5816677.837865326,7.68867924528476
318,386497.60267560044,5816667.27182759,8.490566037737773
319,386499.2536189967,5816659.205789854,9.150943396228497
320,386451.1875812608,5816653.073714382,13.160377358493559
321,386460.10267560044,5816638.68692193,12.971698113210493
322,386451.47060012876,5816642.837865326,8.301886792454722
323,386469.81965673255,5816669.300129477,7.358490566039418
324,386463.8762605061,5816662.035978533,9.81132075471921
325,386444.5838076759,5816563.639752118,8.726415094341617
326,386418.62154352496,5816558.088808722,8.692452830190664
327,386368.54607182683,5816679.158620043,6.415094339624099
328,386540.46682654385,5816647.577487967,7.935849056605579
329,386550.7290906947,5816670.107676647,8.0
330,386552.18946805317,5816660.988808722,8.081132075471698
331,386571.34229824186,5816671.196355892,10.392452830188683
332,386580.3819208834,5816671.4944691,11.620754716981132
333,386598.01965673245,5816668.837865326,9.62830188679245
334,386609.5441850343,5816663.560506836,9.90188679245283
335,386590.2007888079,5816659.554846458,12.401886792452842
336,386599.6121095626,5816660.035978533,8.000000000000004
337,386655.82720390224,5816591.251072873,5.554716981132072
338,386656.16682654375,5816617.741638911,4.800000000000001
339,386657.8007888079,5816629.2359785335,4.800000000000001
340,386694.8611661664,5816665.17937476,6.0
341,386694.83286427957,5816647.243525703,7.164150943396226
342,386691.9290906947,5816624.46428042,6.43962264150943
343,386692.4385246569,5816597.722770986,8.0
344,386733.0498454117,5816577.103903062,5.6000000000000005
345,386744.18192088336,5816577.190695515,5.2150943396226355
346,386656.01022277016,5816600.818997402,6.166037735849045
347,386596.6479586192,5816644.866167213,12.028301886792452
348,386586.0819208834,5816643.828431363,10.424528301886793
349,386572.68569446827,5816646.18692193,11.084905660377359
350,386558.7706001286,5816646.941638911,12.264150943396228
351,386595.32720390224,5816621.328431363,10.566037735849058
352,386568.34607182676,5816606.705789854,16.50943396226415
353,386577.82720390224,5816595.668054005,11.367924528301883
354,386577.4498454117,5816587.27182759,5.896226415094336
355,386604.2894680532,5816600.054846458,12.405660377358481
356,386595.51588314754,5816595.526544571,11.839622641509436
357,386586.7894680532,5816603.262393627,10.094339622641511
358,386586.97814729845,5816592.743525703,7.971698113207549
359,386609.33663786453,5816574.677487968,7.924528301886795
360,386609.2894680532,5816583.498242685,8.679245283018867
361,386603.81776993995,5816587.554846458,6.603773584905662
362,386603.01588314754,5816581.234091741,9.198113207547165
363,386567.68569446827,5816571.941638911,12.40566037735849
364,386557.7800340909,5816571.752959666,9.198113207547165
365,386576.31776993995,5816570.951072873,9.669811320754727
366,386583.29890201543,5816574.630318156,7.31132075471698
367,386581.83663786453,5816567.507676647,5.896226415094336
368,386591.8838076758,5816575.337865326,11.132075471698114
369,386548.5819208834,5816573.35673325,10.66037735849056
370,386724.3838076758,5816634.300129477,12.877358490566037
371,386733.4404114494,5816667.554846458,11.886792452830198
372,386735.79890201543,5816654.583148344,16.556603773584897
373,386612.49701522297,5816637.224657779,6.556603773584905
374,386609.7139963551,5816628.545412496,8.396226415094338
375,386737.68569446827,5816631.894469099,9.33962264150943
376,386743.85173220414,5816640.924657779,11.098113207547176
377,386552.0253171098,5816626.422770986,7.547169811320757
378,386850.16682654375,5816590.341638911,4.800000000001091
379,386786.01588314754,5816583.492582307,10.000000000002313
380,386797.06682654377,5816586.169940798,6.769811320756249
381,386845.0498454117,5816599.092582307,10.000000000002274
382,386858.16682654375,5816603.541638911,10.000000000002274
383,386874.7668265438,5816607.741638911,10.000000000002274
384,386888.1894680532,5816609.835978533,11.011320754719472
385,386916.70267560036,5816626.1265445715,8.800000000002001
386,386928.8573925815,5816620.586921929,10.800000000002456
387,386926.997015223,5816599.285035137,11.086792452832706
388,386911.9253171098,5816595.175601175,9.124528301888864
389,386901.1234303174,5816593.673714383,7.764150943397985
390,386880.87814729847,5816587.707676646,10.345283018870274
391,386867.70644918527,5816583.9076766465,10.000000000002245
392,386850.9422982419,5816580.28692193,10.030188679247551
393,386840.16682654375,5816577.635978533,10.890566037738317
394,386797.2158831475,5816567.200129476,10.386792452832546
395,386788.7800340909,5816564.292582307,8.839622641511443
396,386921.16682654375,5816608.14163891,4.800000000001091
397,386907.3856944683,5816605.224657779,4.800000000001091
398,386882.29512843053,5816597.869940798,4.800000000001091
399,386862.96682654374,5816593.341638911,4.800000000001091
400,386843.29512843053,5816589.296355892,4.800000000001091
401,386837.755505789,5816587.696355892,6.800000000001546
402,386800.7215435249,5816577.615223817,4.277358490567014
403,386768.7668265437,5816569.741638911,4.800000000001091
404,386763.16682654375,5816568.341638911,4.800000000001091
405,386757.36682654376,5816567.541638911,4.800000000001091
406,386945.86682654376,5816677.566167213,10.309433962266493
407,386908.56682654377,5816668.039752118,10.80000000000246
408,386907.0913548457,5816657.702016269,12.42830188679528
409,386908.55550578906,5816647.069940798,4.800000000001091
410,386908.65173220413,5816636.134091741,18.62452830189102
411,386898.36682654376,5816642.413337024,6.800000000001546
412,386899.8536189966,5816651.103903062,10.800000000002456
413,386899.20456239284,5816659.581261552,10.91886792453079
414,386898.37814729847,5816675.334091741,4.800000000001091
415,386812.36682654376,5816617.341638911,10.000000000002274
416,386812.56682654377,5816638.541638911,8.000000000001819
417,386812.7668265437,5816653.541638911,8.000000000001819
418,386825.7668265438,5816671.14163891,8.000000000001819
419,386825.56682654377,5816653.741638911,10.800000000002456
420,386825.7668265438,5816639.14163891,8.000000000001819
421,386825.9045623928,5816609.222770986,6.45660377358637
422,386898.56682654377,5816666.341638911,4.800000000001091
423,386868.19324163813,5816624.677487968,11.886792452832887
424,386860.976260506,5816640.715223816,9.669811320756917
425,386868.85361899657,5816639.347299288,8.254716981133948
426,386876.259279374,5816628.639752118,8.820754716983144
427,386852.438524657,5816624.77182759,14.716981132078816
428,386865.31588314753,5816666.139752118,10.84905660377606
429,386865.4102227702,5816659.960506835,7.311320754718639
430,386862.7687133362,5816676.375601175,9.292452830190797
431,386785.8819208834,5816608.639752118,11.27358490566294
432,386757.0611661664,5816603.875601175,8.632075471700077
433,386768.99512843054,5816561.234091741,10.849056603776065
434,386804.6083359777,5816631.375601175,9.339622641511557
435,386795.36305295886,5816630.196355892,9.95283018868151
436,386788.2875812607,5816632.460506835,8.632075471700075
437,386787.81588314753,5816623.922770986,8.490566037737777
438,386779.65550578904,5816630.102016269,9.245283018870024
439,386781.49512843054,5816618.875601175,11.650943396229065
440,386805.7404114494,5816661.752959666,10.943396226417583
441,386807.5328642796,5816669.913337024,7.783018867926301
442,386804.89135484566,5816651.375601175,10.0943396226438
443,384940.1573925815,5816620.815223817,15.218867924531757
444,384938.3083359778,5816634.513337024,18.50188679245704
445,385097.1196567325,5816628.913337024,13.241509433965266
446,385082.9668265438,5816632.741638911,12.000000000002728
447,385069.3366378646,5816639.647299288,10.000000000002274
448,385057.6762605061,5816646.752959666,16.80000000000382
449,385044.5102227702,5816656.069940798,14.800000000003365
450,385033.43852465705,5816665.069940798,18.000000000004093
451,385094.0121095627,5816645.426544571,13.269811320757745
452,385104.24984541174,5816647.088808722,10.800000000002456
453,384925.42531710985,5816560.76428042,13.700000000003126
454,384936.70456239284,5816578.87182759,13.709433962267271
455,384936.1706001287,5816591.103903062,16.286792452833886
456,384937.43286427966,5816608.086921929,14.879245283022255
457,384943.20078880794,5816674.347299288,15.990566037739482
458,385010.88946805324,5816616.705789854,10.94339622641758
459,385102.1158831476,5816641.469940797,9.19811320754927
460,384909.4272039023,5816581.800129477,6.273584905661806
461,384911.0781472985,5816633.781261552,6.79245283019022
462,384910.1347510721,5816596.941638911,6.08490566037874
463,385287.77814729855,5816563.503903062,4.800000000001091
464,385293.1630529589,5816560.162393628,6.737735849058126
465,385299.6121095627,5816558.77182759,6.000000000001364
466,385212.8253171098,5816583.326544571,6.749056603775131
467,385240.21965673246,5816565.683148345,9.06981132075678
468,385247.5668265438,5816570.941638911,8.800000000002001
469,385271.7706001287,5816566.76428042,9.41886792453045
470,385272.60456239287,5816576.085035137,15.649056603777154
471,385283.9668265438,5816568.741638911,8.000000000001819
472,385285.0555057891,5816576.209563439,7.881132075473495
473,385293.480034091,5816570.162393628,11.515094339625254
474,385304.27626050607,5816570.890695514,7.579245283020584
475,385281.6441850344,5816559.088808722,9.73018867924746
476,385220.1743737136,5816579.103903062,7.441509433963947
477,385166.36682654376,5816630.941638911,10.000000000002274
478,385175.56682654377,5816627.941638911,8.800000000002001
479,385201.91588314757,5816595.85673325,8.113207547171655
480,385192.68758126075,5816598.296355892,8.426415094341541
481,385148.54041144944,5816562.47937476,8.016981132077293
482,385148.06682654377,5816571.032204948,6.949056603775156
483,385151.36682654376,5816587.14163891,4.800000000001091
484,385296.53663786454,5816577.792582307,7.49622641509606
485,385236.76871333626,5816604.917110609,6.000000000001364
486,385259.7668265438,5816599.341638911,6.800000000001546
487,385267.58946805325,5816596.198242684,10.000000000002274
488,385276.41588314757,5816593.798242684,10.000000000002274
489,385291.3668265438,5816590.341638911,8.000000000001819
490,385303.76682654384,5816586.341638911,6.000000000001364
491,385151.22343031736,5816594.703903061,6.000000000001364
492,385177.36682654376,5816597.341638911,8.000000000001819
493,385176.36682654376,5816582.341638911,8.000000000001819
494,385175.55739258154,5816566.683148345,11.618867924530939
495,385304.1328642797,5816670.426544571,8.579245283020812
496,385296.90078880795,5816674.443525704,8.567924528303836
497,385154.7422982419,5816601.496355892,6.020754716982499
498,385219.60456239287,5816648.026544571,18.726415094343885
499,385196.68003409094,5816648.592582307,13.915094339625803
500,385205.92531710985,5816671.139752118,15.141509433965703
501,385174.1328642796,5816669.347299288,7.405660377360175
502,385184.3215435249,5816675.526544571,13.867924528305041
503,385263.8026756004,5816646.328431363,10.849056603776049
504,385275.7838076759,5816634.960506835,11.745283018870593
505,385301.77437371365,5816632.97937476,12.924528301889731
506,385254.3215435249,5816649.77182759,11.509433962266762
507,385242.10456239287,5816655.715223816,15.141509433965698
508,385152.10456239287,5816670.337865326,11.55660377358753
509,385148.89701522305,5816579.866167213,7.500000000001703
510,385223.9441850344,5816666.18692193,9.245283018870031
511,385237.859279374,5816675.809563439,10.235849056606106
512,385230.6422982419,5816655.998242685,8.962264150945439
513,385241.1139963551,5816666.894469099,6.6509433962279365
514,385230.6894680532,5816673.168054005,8.820754716983142
515,385236.39701522305,5816665.007676647,5.23584905660497
516,385114.5573925815,5816639.818997402,9.339622641511557
517,385271.20833597775,5816653.026544571,10.801886792455287
518,385273.9441850344,5816659.77182759,11.320754716983707
519,385002.93286427966,5816758.326544571,10.000000000002279
520,385002.7668265438,5816770.541638911,10.000000000002274
521,385003.3668265438,5816778.14163891,4.800000000001091
522,385003.08380767587,5816785.269940797,4.80000000000109
523,385003.9668265438,5816793.941638911,4.800000000001091
524,385003.9668265438,5816801.14163891,6.000000000001364
525,385014.8139963551,5816795.251072873,12.752830188682138
526,385013.23286427965,5816764.532204948,12.860377358493485
527,385012.60456239287,5816738.103903062,4.800000000001091
528,385012.1668265438,5816754.420884194,4.800000000001091
529,385001.7668265438,5816742.341638911,10.800000000002456
530,384997.7668265438,5816737.14163891,4.800000000001091
531,385095.0555057891,5816757.1265445715,11.462264150945984
532,385099.72909069475,5816768.120884194,13.160377358493573
533,384910.34041144943,5816700.635978533,5.973584905661742
534,384915.9422982419,5816703.4623936275,6.390566037737303
535,384918.5913548457,5816699.586921929,5.839622641510767
536,384923.53286427964,5816703.86428042,5.749056603774908
537,384926.6121095627,5816698.013337024,4.584905660378413
